Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Core Values for a Mixed Reality Software Development Kit: A Qualitative Study Among Main SDK Tools for XR Development,HCI International 2023 – Late Breaking Posters,,,,10.1007/978-3-031-49215-0_30,Dayvson SilvaJordy PereiraLucas AlmeidaMarcos Silbermann,2024,https://link.springer.com/chapter/10.1007/978-3-031-49215-0_30,Conference paper
A Quality Assessment Framework for Information Extraction in Job Advertisements,SN Computer Science,,,,10.1007/s42979-023-02247-5,Albeiro EspinalYannis HaralambousDominique BedartJohn Puentes,2023,https://link.springer.com/article/10.1007/s42979-023-02247-5,Article
An Analysis for Pre-consultations on the Korean Government-Managed Information System Projects,Advances in Computing and Data Sciences,,,,10.1007/978-3-031-70906-7_24,Myunghee KimNakhoon Baek,2025,https://link.springer.com/chapter/10.1007/978-3-031-70906-7_24,Conference paper
Aiding Team Leader Selection in Software Industry Using Fuzzy-TOPSIS Approach,IOT with Smart Systems,,,,10.1007/978-981-16-3945-6_51,Ajay KumarKamaldeep Kaur,2022,https://link.springer.com/chapter/10.1007/978-981-16-3945-6_51,Conference paper
Design Patterns Understanding and&#xa0;Use in&#xa0;the&#xa0;Automotive Industry: An Interview Study,Product-Focused Software Process Improvement,,,,10.1007/978-3-031-49266-2_21,Sushant Kumar PandeySivajeet ChandJennifer HorkoffMiroslaw Staron,2024,https://link.springer.com/chapter/10.1007/978-3-031-49266-2_21,Conference paper
Balancing Autonomy and Ethics in AI-Empowered Software Engineering by Addressing User-Centred Requirements Tension: Keynote,Artificial Intelligence-Empowered Software Engineering 2024,,,,10.1007/978-3-031-98410-5_6,Maria Virvou,2025,https://link.springer.com/chapter/10.1007/978-3-031-98410-5_6,Conference paper
Industry Sabbaticals in&#xa0;Computing: Motivation and&#xa0;Preparation,Foundations of Computer Science and Frontiers in Education: Computer Science and Computer Engineering,,,,10.1007/978-3-031-85930-4_30,Mark C. LewisLisa L. LacherZachary Kurmas,2025,https://link.springer.com/chapter/10.1007/978-3-031-85930-4_30,Conference paper
AN examination of linear factor models in U.K. stock returns in the presence of dynamic trading,Review of Quantitative Finance and Accounting,,,,10.1007/s11156-024-01286-0,Jonathan Fletcher,2024,https://link.springer.com/article/10.1007/s11156-024-01286-0,Article
An Application for Evaluating Proficiency and Expert Knowledge Criteria of Information Technologies (IT) Workers with Using Fuzzy Analytic Hierarchy Process,Intelligent and Fuzzy Systems,,,,10.1007/978-3-031-39777-6_41,Ali TunçSakir TaşdemirMehmet Taha UyarVeysel Can Bingöl,2023,https://link.springer.com/chapter/10.1007/978-3-031-39777-6_41,Conference paper
"Research on Ethical Issues, Data Privacy Protection, Algorithmic Bias, and Regulatory Policy of Artificial Intelligence Technology in Digital Transformation",Proceedings of the 8th International Conference on Economic Management and Green Development,,,,10.1007/978-981-96-3236-7_21,Runlong Zou,2025,https://link.springer.com/chapter/10.1007/978-981-96-3236-7_21,Conference paper
Gender Discrimination in the Hiring of Skilled Professionals in Two Male-Dominated Occupational Fields: A&#xa0;Factorial Survey Experiment with Real-World Vacancies and Recruiters in Four European Countries,KZfSS Kölner Zeitschrift für Soziologie und Sozialpsychologie,,,,10.1007/s11577-020-00671-6,Ariane BertoggChristian ImdorfChrister HyggenDimitris ParsanoglouRumiana Stoilova,2020,https://link.springer.com/article/10.1007/s11577-020-00671-6,Article
Machine and deep learning for personality traits detection: a comprehensive survey and open research challenges,Artificial Intelligence Review,,,,10.1007/s10462-025-11245-3,Anam NazHikmat Ullah KhanAmal BukhariBader AlshemaimriAli DaudMuhammad Ramzan,2025,https://link.springer.com/article/10.1007/s10462-025-11245-3,Article
Towards understanding barriers and mitigation strategies of software engineers with non-traditional educational and occupational backgrounds,Empirical Software Engineering,,,,10.1007/s10664-024-10493-1,Tavian BarnesKen Jen LeeCristina TavaresGema Rodríguez-PérezMeiyappan Nagappan,2024,https://link.springer.com/article/10.1007/s10664-024-10493-1,Article
Web-Based Human Resource Information System Design AT PT. Cakra Mandala Sakti Surabaya,Sustainability in Creative Industries,,,,10.1007/978-3-031-48453-7_17,Alexander WiraprajaRizky BasathaViky Yoviantono,2024,https://link.springer.com/chapter/10.1007/978-3-031-48453-7_17,Conference paper
Breaking the&#xa0;Cycle of&#xa0;Discrimination: Toward Gender Equity in&#xa0;Software Design,Human-Computer Interaction,,,,10.1007/978-3-031-93982-2_25,Nicola MarsdenKerstin RaudonatMonika Pröbster,2025,https://link.springer.com/chapter/10.1007/978-3-031-93982-2_25,Conference paper
"Definition, approaches, and analysis of code duplication detection (2006–2020): a critical review",Neural Computing and Applications,,,,10.1007/s00521-022-07707-2,Chang-Feng ChenAzlan Mohd ZainKai-Qing Zhou,2022,https://link.springer.com/article/10.1007/s00521-022-07707-2,Article
SAFe transformation in a large financial corporation,Empirical Software Engineering,,,,10.1007/s10664-023-10420-w,Abheeshta PuttaMaria PaasivaaraCasper Lassenius,2023,https://link.springer.com/article/10.1007/s10664-023-10420-w,Article
Comparing Advantages in India’s Computer Hardware and Software Sectors,Studies in Comparative International Development,,,,10.1007/s12116-025-09463-5,Dinsha MistreeRehana Mohammed,2025,https://link.springer.com/article/10.1007/s12116-025-09463-5,Article
Automatic team recommendation for collaborative software development,Empirical Software Engineering,,,,10.1007/s10664-021-09966-4,Suppawong TuarobNoppadol AssavakamhaenghanWaralee TanaphantarukPonlakit SuwanworaboonSaeed-Ul HassanMorakot Choetkiertikul,2021,https://link.springer.com/article/10.1007/s10664-021-09966-4,Article
A Comprehensive Review of Soft Skills Training: Enhancing Employability and Impact on Job Market,Applications of Computational Intelligence in Management and Mathematics II,,,,10.1007/978-3-031-84513-0_8,K. A. Saira BanuT. R. Kalai Lakshmi,2025,https://link.springer.com/chapter/10.1007/978-3-031-84513-0_8,Conference paper
An Artificial Intelligence Technologies Approach for&#xa0;Talent Retention,Information Technology and Systems,,,,10.1007/978-3-031-54235-0_37,Elaine F. Rangel SeixasFlavio SeixasJosé ViterboFlavia BernardiniKathleen FreitasGabriel Fernandes,2024,https://link.springer.com/chapter/10.1007/978-3-031-54235-0_37,Conference paper
Comparative Study on the Personnel Performance Appraisal Systems Between Construction and Information Technology Industries,Advances in Construction Management,,,,10.1007/978-981-96-4902-0_5,Chaithra N. KowshikGangadhar MaheshPrachi Vinod IngleSuhas Vijay PatilRajkumar Bhimgonda Patil,2025,https://link.springer.com/chapter/10.1007/978-981-96-4902-0_5,Conference paper
The gates to the profession are open: the alternative institutionalization of data science,Theory and Society,,,,10.1007/s11186-023-09529-0,Netta Avnoon,2023,https://link.springer.com/article/10.1007/s11186-023-09529-0,Article
Job Recommendation System Using Content and Collaborative-Based Filtering,International Conference on Innovative Computing and Communications,,,,10.1007/978-981-16-2594-7_47,Rahul PradhanJyoti VarshneyKartik GoyalLatesh Kumari,2022,https://link.springer.com/chapter/10.1007/978-981-16-2594-7_47,Conference paper
Georgia as Transient Space and Talent Harbor for Russian and Belarusian IT Specialists,Journal of International Migration and Integration,,,,10.1007/s12134-023-01082-0,Martin GeigerVera Syrakvash,2023,https://link.springer.com/article/10.1007/s12134-023-01082-0,Article
Topic Modeling for&#xa0;Skill Extraction from&#xa0;Job Postings,Knowledge Graphs and Semantic Web,,,,10.1007/978-3-031-47745-4_20,Ekin AkkolMuge OlucogluOnur Dogan,2023,https://link.springer.com/chapter/10.1007/978-3-031-47745-4_20,Conference paper
Specializations in Software Engineering Education,Frontiers in Software Engineering Education,,,,10.1007/978-3-031-48639-5_1,Anthony I. (Tony) Wasserman,2023,https://link.springer.com/chapter/10.1007/978-3-031-48639-5_1,Conference paper
A Workflow for Ensuring DICOM Compatibility During Radiography Device Software Development,Journal of Digital Imaging,,,,10.1007/s10278-021-00458-x,Altay BrusanAytac DurmazCengizhan Ozturk,2021,https://link.springer.com/article/10.1007/s10278-021-00458-x,Article
Development of service-dominant business model for CAE software industry in Greater China: a case study,International Journal of Information Technology,,,,10.1007/s41870-021-00678-y,Cheng-Yu HsuC. K. KwongVenny Yang,2021,https://link.springer.com/article/10.1007/s41870-021-00678-y,Article
Usage of&#xa0;Generative Artificial Intelligence for&#xa0;the&#xa0;Design of&#xa0;Graphic User Interfaces: Initial Approaches,"Design, User Experience, and Usability",,,,10.1007/978-3-031-93236-6_4,Freddy PazFreddy-Asrael Paz-SifuentesArturo MoquillazaAlexandra ZavalaJoset HuaytaValeria AcevedoLuciana CarrilloFiorella Falconi,2025,https://link.springer.com/chapter/10.1007/978-3-031-93236-6_4,Conference paper
Success of cloud computing adoption over an era in human resource management systems: a comprehensive meta-analytic literature review,Management Review Quarterly,,,,10.1007/s11301-023-00401-0,S. PorkodiAlamelu Mangai Raman,2024,https://link.springer.com/article/10.1007/s11301-023-00401-0,Article
Ex-Google chief’s venture aims to save neglected science software,Nature,,,,10.1038/d41586-022-01901-x,David Matthews,2022,https://www.nature.com/articles/d41586-022-01901-x,Article
Women in the IT Sector: Queen Bee and Gender Judo Strategies,Employee Responsibilities and Rights Journal,,,,10.1007/s10672-020-09353-z,Valérie HarveyDiane-Gabrielle Tremblay,2020,https://link.springer.com/article/10.1007/s10672-020-09353-z,Article
Achieving a Data-Driven Risk Assessment Methodology for Ethical AI,Digital Society,,,,10.1007/s44206-022-00016-0,Anna FelländerJonathan RebaneStefan LarssonMattias WiggbergFredrik Heintz,2022,https://link.springer.com/article/10.1007/s44206-022-00016-0,Article
Computing job-tailored degree plans towards the acquisition of professional skills,Annals of Operations Research,,,,10.1007/s10479-025-06678-6,Roger X. Lera-LeriFilippo BistaffaTomas TrescakJuan A. Rodríguez-Aguilar,2025,https://link.springer.com/article/10.1007/s10479-025-06678-6,Article
"The whos, whats, and whys of issues related to personal data and data protection in open-source projects on GitHub",Empirical Software Engineering,,,,10.1007/s10664-025-10742-x,Anne HennigLukas SchulteSteffen HerboldOksana KulykPeter Mayer,2025,https://link.springer.com/article/10.1007/s10664-025-10742-x,Article
Using rapid reviews to support software engineering practice: a systematic review and a replication study,Empirical Software Engineering,,,,10.1007/s10664-024-10545-6,Sebastián PizardJoaquín LezamaRodrigo GarcíaDiego VallespirBarbara Kitchenham,2024,https://link.springer.com/article/10.1007/s10664-024-10545-6,Article
Possible Solutions of Wage Problems in Russian IT Market,Fundamental and Applied Scientific Research in the Development of Agriculture in the Far East (AFE-2022),,,,10.1007/978-3-031-36960-5_48,Irina BogatyrevaLarisa IlyukhinaAlexey Bogatyrev,2023,https://link.springer.com/chapter/10.1007/978-3-031-36960-5_48,Conference paper
Digital audit talent’s impact on audit digitization and detection risk,Scientific Reports,,,,10.1038/s41598-025-16444-0,Lijun LiangTongxin DaiLitong CuiMeng Song,2025,https://link.springer.com/article/10.1038/s41598-025-16444-0,Article
Decision-making power and responsibility in an automated administration,Discover Artificial Intelligence,,,,10.1007/s44163-024-00152-1,Charlotte Langer,2024,https://link.springer.com/article/10.1007/s44163-024-00152-1,Article
Advancing quantum technology workforce: industry insights into qualification and training needs,EPJ Quantum Technology,,,,10.1140/epjqt/s40507-024-00294-2,Franziska GreinertMalte S. UbbenIsmet N. DoganDagmar Hilfert-RüppellRainer Müller,2024,https://link.springer.com/article/10.1140/epjqt/s40507-024-00294-2,Article
Understanding Business Process Evolution in Digital Ventures,Transforming the Digitally Sustainable Enterprise,,,,10.1007/978-3-031-80125-9_3,Tobias WuttkeThomas HaskampMichael PerscheidFalk Uebernickel,2025,https://link.springer.com/chapter/10.1007/978-3-031-80125-9_3,Conference paper
EBT-CBTA in Aviation Training: The Turkish Airlines Case Study,Engineering Psychology and Cognitive Ergonomics,,,,10.1007/978-3-031-35389-5_14,Dimitrios ZiakkasIbrahim SarikayaHans C. Natakusuma,2023,https://link.springer.com/chapter/10.1007/978-3-031-35389-5_14,Conference paper
One Size Fits All? Employer Branding in Different Contexts,Corporate Reputation Review,,,,10.1057/s41299-024-00210-5,Antonia Z. HeinWim J. L. ElvingSierdjan KosterArjen Edzes,2025,https://link.springer.com/article/10.1057/s41299-024-00210-5,Article
"Framework for the Search, Evaluation, and Selection of Enterprise IT Applications in SMEs in Ecuador Through a Field Study",Applied Engineering and Innovative Technologies,,,,10.1007/978-3-031-70760-5_5,Fausto Salazar-FierroJefferson Xavier Lapo-MedranaIrving ReascosCarpio Pineda-ManosalvasCayo LeónJorge Zavaleta,2024,https://link.springer.com/chapter/10.1007/978-3-031-70760-5_5,Conference paper
Engineers on responsibility: feminist approaches to who’s responsible for ethical AI,Ethics and Information Technology,,,,10.1007/s10676-023-09739-1,Eleanor DrageKerry McInerneyJude Browne,2024,https://link.springer.com/article/10.1007/s10676-023-09739-1,Article
Collab-RS: semantic recommendation of external collaborators for projects in software ecosystems,Knowledge and Information Systems,,,,10.1007/s10115-023-01954-y,Márcio OliveiraRegina BragaGleiph GhiottoJosé Maria N. DavidFernanda CamposVictor Ströele,2023,https://link.springer.com/article/10.1007/s10115-023-01954-y,Article
Higher IT Education: Maintaining Quality in the Age of Rapid Growth,Studies on Russian Economic Development,,,,10.1134/S1075700725700431,V. G. Artemenko,2025,https://link.springer.com/article/10.1134/S1075700725700431,Article
Skills in Demand for Blockchain Related Jobs,Fostering Recovery Through Metaverse Business Modelling,,,,10.1007/978-3-031-28255-3_13,Monica Mihaela Maer MateiAnamaria Năstasă,2023,https://link.springer.com/chapter/10.1007/978-3-031-28255-3_13,Conference paper
An exploration of how boards of directors impact chief marketing officer performance: Insights from the field,AMS Review,,,,10.1007/s13162-022-00231-5,Kimberly A. Whitler,2022,https://link.springer.com/article/10.1007/s13162-022-00231-5,Article
Will your boss be an algorithm? A&#xa0;patent-based analysis of artificial intelligence worker management technologies&#xa0;and labour&#xa0;exposure,Eurasian Business Review,,,,10.1007/s40821-025-00317-7,Jacopo StaccioliMaria Enrica Virgillito,2025,https://link.springer.com/article/10.1007/s40821-025-00317-7,Article
Demystifying code snippets in code reviews: a study of the OpenStack and Qt communities and a practitioner survey,Empirical Software Engineering,,,,10.1007/s10664-024-10484-2,Beiqi ZhangLiming FuPeng LiangJiaxin YuChong Wang,2024,https://link.springer.com/article/10.1007/s10664-024-10484-2,Article
ESG Risk Assessment Tool for Indian Small and Medium Enterprises,Generative AI in e-Business,,,,10.1007/978-3-031-74437-2_13,Asha PrasunaS. N. V. Siva Kumar,2025,https://link.springer.com/chapter/10.1007/978-3-031-74437-2_13,Conference paper
Change Impact Analysis and&#xa0;Cybersecurity Threats in&#xa0;Multi-language Systems: An Industrial Investigation,Proceedings of Ninth International Congress on Information and Communication Technology,,,,10.1007/978-981-97-5035-1_6,Manel GrichiMouna AbidiFehmi Jaafar,2025,https://link.springer.com/chapter/10.1007/978-981-97-5035-1_6,Conference paper
Artificial Intelligence and the Gulf Cooperation Council workforce: adapting to the future of work,Humanities and Social Sciences Communications,,,,10.1057/s41599-025-05984-5,Mohammad Rashed AlbousMelodena StephensOdeh Rashed Al-Jayyousi,2025,https://link.springer.com/article/10.1057/s41599-025-05984-5,Article
Detecting Gender Stereotype Biases Against Women Entrepreneurs in Large Language Models,Journal of Business Ethics,,,,10.1007/s10551-025-06216-1,Xian CaoHongfei LiQingyu XuRuoqing Zhu,2025,https://link.springer.com/article/10.1007/s10551-025-06216-1,Article
Narrowing the communication gap in internationally distributed teams: the case of software-development teams in Sri Lanka and Japan,Asian Business & Management,,,,10.1057/s41291-021-00169-9,Azusa EbisuyaTomoki SekiguchiGayan Prasad Hettiarachchi,2021,https://link.springer.com/article/10.1057/s41291-021-00169-9,Article
Lamentable Letting Go: Emotional Detachment Identity Work by Sri Lankan Skilled Immigrant Women in Australia,Journal of International Migration and Integration,,,,10.1007/s12134-025-01255-z,Gayani GunasekeraMario FernandoJames Reveley,2025,https://link.springer.com/article/10.1007/s12134-025-01255-z,Article
Software Quality Attributes Assessment and&#xa0;Prioritization Using Evidential Reasoning (ER) Approach*,"International Conference on Cyber Security, Privacy and Networking (ICSPN 2022)",,,,10.1007/978-3-031-22018-0_17,Ahmad NabotHamzeh AljawawdehAhmad Al-QeremMohammad Al-Qerem,2023,https://link.springer.com/chapter/10.1007/978-3-031-22018-0_17,Conference paper
Minority-Serving Institutions’ Role in Enhancing Access to Computing Doctoral Education: A Multi-Method Landscape Analysis,Innovative Higher Education,,,,10.1007/s10755-025-09841-w,Annie M. WoffordAnum FatimaXinting WuLara Perez-FelknerChantra NhienK. Bret Staudt Willet,2025,https://link.springer.com/article/10.1007/s10755-025-09841-w,Article
The Work of Fantasy: A Study of Masculinizing Practices in Strip Clubs Across Three U.S. Midwestern Metropolitan Areas,Qualitative Sociology,,,,10.1007/s11133-025-09594-0,Julie Christine Krueger,2025,https://link.springer.com/article/10.1007/s11133-025-09594-0,Article
Stakeholders’ perspective on collaboration barriers in low-income housing provision: a case study from pakistan,Humanities and Social Sciences Communications,,,,10.1057/s41599-023-02583-0,Sana MalikMohammad Nurunnabi,2024,https://link.springer.com/article/10.1057/s41599-023-02583-0,Article
Blockchain-Enabled Intelligent Solution Using Structured Equation Modelling Based on the UTAUT Framework,SN Computer Science,,,,10.1007/s42979-023-02150-z,Garima VijhRicha SharmaSwati Agrawal,2023,https://link.springer.com/article/10.1007/s42979-023-02150-z,Article
Experimental Evaluation of a Checklist-Based Inspection Technique to Verify the Compliance of Software Systems with the Brazilian General Data Protection Law,Empirical Software Engineering,,,,10.1007/s10664-025-10681-7,Diego André CerqueiraRafael Maiani de MelloJéssica Soares da CostaGuilherme Horta Travassos,2025,https://link.springer.com/article/10.1007/s10664-025-10681-7,Article
Understanding DevOps Critical Success Factors: A Thematic Analysis,"Digital Product Management in the Era of Data Economy, Artificial Intelligence, and Ecosystems",,,,10.1007/978-3-031-71515-0_3,Nasreen AzadSami HyrynsalmiKari Smolander,2025,https://link.springer.com/chapter/10.1007/978-3-031-71515-0_3,Conference paper
Improving Time Series Forecasting by Applying the Sliding Window Approach,Intelligent and Fuzzy Systems,,,,10.1007/978-3-031-98304-7_34,Rebeccah NdungiLekanov Ivan Stanislavovich,2025,https://link.springer.com/chapter/10.1007/978-3-031-98304-7_34,Conference paper
CVallet: A Blockchain-Oriented Application Development for&#xa0;Education and&#xa0;Recruitment,Network and System Security,,,,10.1007/978-3-031-23020-2_33,Zoey Ziyi LiJoseph K. LiuJiangshan YuDragan GasevicWayne Yang,2022,https://link.springer.com/chapter/10.1007/978-3-031-23020-2_33,Conference paper
Governing the emergence of network-driven platform ecosystems,Electronic Markets,,,,10.1007/s12525-024-00745-9,Arthur KariPepe BellinMartin MatznerMartin Gersch,2025,https://link.springer.com/article/10.1007/s12525-024-00745-9,Article
The Ethical Concerns of AI Technologies in Human Resources,Europe in the New World Economy: Opportunities and Challenges,,,,10.1007/978-3-031-71329-3_14,Diana-Cristina LunguAdriana GrigorescuZahid Yousaf,2024,https://link.springer.com/chapter/10.1007/978-3-031-71329-3_14,Conference paper
To Work from Home (WFH) or Not to Work from Home? Lessons Learned by Software Engineers During the COVID-19 Pandemic,"Systems, Software and Services Process Improvement",,,,10.1007/978-3-030-85521-5_2,Aifric NolanRachel WhiteMahjabeen SoomroBoluwatife Comfort DopamuMurat YilmazDavid SolanPaul Clarke,2021,https://link.springer.com/chapter/10.1007/978-3-030-85521-5_2,Conference paper
Software project scheduling under activity duration uncertainty,Annals of Operations Research,,,,10.1007/s10479-023-05343-0,Hongbo LiHanyu ZhuLinwen ZhengFang Xie,2023,https://link.springer.com/article/10.1007/s10479-023-05343-0,Article
Corporate Ethics in the AI Era: Balancing Technological Advancement with Social Responsibility,Digital Management and Artificial Intelligence,,,,10.1007/978-3-031-88052-0_21,Elene Dundua,2025,https://link.springer.com/chapter/10.1007/978-3-031-88052-0_21,Conference paper
Application of Data Analytics for Proving the Existence of Gender Pay Gap and Modeling It Using Random Forest Algorithm,IOT with Smart Systems,,,,10.1007/978-981-99-3761-5_40,Keya SanghviReetu Jain,2023,https://link.springer.com/chapter/10.1007/978-981-99-3761-5_40,Conference paper
AI-Driven Digital Transformation: Enhancing Competitiveness and Sustainability in the Modern Business Landscape,Competitiveness and Sustainability in the Digitization Era,,,,10.1007/978-3-031-91778-3_12,Vaikunta Pai TB. Sunil KamathVirgil PopescuRamona Birau,2025,https://link.springer.com/chapter/10.1007/978-3-031-91778-3_12,Conference paper
Privacy requirements elicitation: a systematic literature review and perception analysis of IT practitioners,Requirements Engineering,,,,10.1007/s00766-022-00382-8,Edna Dias CanedoIan Nery BandeiraAngelica Toffano Seidel CalazansPedro Henrique Teixeira CostaEmille Catarine Rodrigues CançadoRodrigo Bonifácio,2022,https://link.springer.com/article/10.1007/s00766-022-00382-8,Article
Enhancing Student Engagement Using PoE and GitHub in Assessment Strategy in a HEI,Cultivating Digital Skills for Global Relevance,,,,10.1007/978-981-95-0687-3_3,Meera JosephFarshida JahoorTebogo Rakgogo,2025,https://link.springer.com/chapter/10.1007/978-981-95-0687-3_3,Conference paper
Agile and Scrum Hybrid Model for SDLC: Efficacy Analysis in Automotive Industry,Intelligent Systems,,,,10.1007/978-981-96-3797-3_34,Swastika SaxenaSouvik Pal,2025,https://link.springer.com/chapter/10.1007/978-981-96-3797-3_34,Conference paper
Securing dependencies: A comprehensive study of Dependabot’s impact on vulnerability mitigation,Empirical Software Engineering,,,,10.1007/s10664-025-10638-w,Hamid MohayejiAndrei AgaronianEleni ConstantinouNicola ZannoneAlexander Serebrenik,2025,https://link.springer.com/article/10.1007/s10664-025-10638-w,Article
Job Role Description and Skill Matching in a Rapidly Changing Labor Market Using Knowledge Engineering,Strategic Innovative Marketing and Tourism,,,,10.1007/978-3-031-51038-0_21,George StalidisSelini Kyriazidou,2024,https://link.springer.com/chapter/10.1007/978-3-031-51038-0_21,Conference paper
The potential of neuroscience in transforming business: a meta-analysis,Future Business Journal,,,,10.1186/s43093-024-00369-7,Supriya KhanejaTushar Arora,2024,https://link.springer.com/article/10.1186/s43093-024-00369-7,Article
Sexual and gender minoritized persons in organ and tissue donation: a qualitative analysis,Canadian Journal of Anesthesia/Journal canadien d'anesthésie,,,,10.1007/s12630-025-03011-4,Murdoch LeeiesCarmen HrymakDavid CollisterEmily ChristieKaren DoucetteOgai SherzoiTricia CartaKen SuthaCameron T. WhitleyTzu-Hao LeeMatthew J. WeissSonny DhananiJulie Ho,2025,https://link.springer.com/article/10.1007/s12630-025-03011-4,Article
A longitudinal explanatory case study of coordination in a very large development programme: the impact of transitioning from a first- to a second-generation large-scale agile development method,Empirical Software Engineering,,,,10.1007/s10664-022-10230-6,Torgeir DingsøyrFinn Olav BjørnsonJulian SchrofTor Sporsem,2022,https://link.springer.com/article/10.1007/s10664-022-10230-6,Article
Enhancing software defect prediction with a hybrid convolutional neural network and antlion optimization model,Cluster Computing,,,,10.1007/s10586-024-05010-4,Alia Nabil MahmoudVitor SantosMario M. FreireAhmed Abdelaziz,2025,https://link.springer.com/article/10.1007/s10586-024-05010-4,Article
What Should Be in&#xa0;a&#xa0;Persona for&#xa0;Use in&#xa0;Requirements Engineering,Evaluation of Novel Approaches to Software Engineering,,,,10.1007/978-3-031-64182-4_2,Devi KarolitaJohn GrundyTanjila KanijHumphrey ObieJennifer McIntosh,2024,https://link.springer.com/chapter/10.1007/978-3-031-64182-4_2,Conference paper
Critical Analysis of User Experience Evaluation Methods Focused on Deaf Users: A Systematic Literature Review,Programming and Computer Software,,,,10.1134/S0361768825700501,Andrés Eduardo Fuentes-CortázarJosé Rafael Rojano-Cáceres,2025,https://link.springer.com/article/10.1134/S0361768825700501,Article
A benchmarking framework and dataset for learning to defer in human-AI decision-making,Scientific Data,,,,10.1038/s41597-025-04664-y,Jean V. AlvesDiogo LeitãoSérgio JesusMarco O. P. SampaioJavier LiébanaPedro SaleiroMário A. T. FigueiredoPedro Bizarro,2025,https://link.springer.com/article/10.1038/s41597-025-04664-y,Article
Mediating effect of green passion in linking HRM practices with environmental citizenship and performance,Discover Sustainability,,,,10.1007/s43621-025-01907-1,Abhinav PalJyoti ChauhanKanishka GuptaHarpuneet Singh KohliDolly Gaur,2025,https://link.springer.com/article/10.1007/s43621-025-01907-1,Article
Exploring Aspects of Agile Software Development Risk – Results from a MLR,"Systems, Software and Services Process Improvement",,,,10.1007/978-3-031-15559-8_35,Aaron NolanBen StricklandAdam QuinnKyle GallagherMurat YilmazPaul M. Clarke,2022,https://link.springer.com/chapter/10.1007/978-3-031-15559-8_35,Conference paper
Leveraging the Design Thinking Approach to Improve ICT Skills for Students in Higher Learning Institutions: The Case of FinHub Tanzania,SN Computer Science,,,,10.1007/s42979-024-03194-5,Angelina MissoMoses Ismail,2024,https://link.springer.com/article/10.1007/s42979-024-03194-5,Article
Workplace Experiences of Muslim Women in STEM in Canada: An Intersectional Qualitative Analysis,Sex Roles,,,,10.1007/s11199-025-01563-9,Sareh Nazari,2025,https://link.springer.com/article/10.1007/s11199-025-01563-9,Article
Competences for Digital Transformation in Companies – An Analysis of Job Advertisements in Germany,Digital Economy. Emerging Technologies and Business Innovation,,,,10.1007/978-3-031-42788-6_6,Frieda ErnstMana GhofraniCarlo SahrmannPaul SchwegmannHenning BrinkFynn-Hendrik Paul,2023,https://link.springer.com/chapter/10.1007/978-3-031-42788-6_6,Conference paper
Assessment of an English and Business Computer Science program in bridging academia and job market in the Democratic Republic of Congo,Discover Education,,,,10.1007/s44217-024-00224-5,Daniel M. MuepuFranck M. BuhendwaJoel K. MumbanzaJakin M. KabongoDieu-Merci N. KinguanguDavid M. Kutangila,2024,https://link.springer.com/article/10.1007/s44217-024-00224-5,Article
Technical Debt – Insights Into a Manufacturing SME Case Study,Perspectives in Business Informatics Research,,,,10.1007/978-3-031-71333-0_13,Katharina GregerMichael Möhring,2024,https://link.springer.com/chapter/10.1007/978-3-031-71333-0_13,Conference paper
Core Competencies for Future Marketing Specialists in Poland—Explanatory Study,Marketing and Smart Technologies,,,,10.1007/978-981-96-3081-3_50,Karina CichaMariia Rizun,2025,https://link.springer.com/chapter/10.1007/978-981-96-3081-3_50,Conference paper
Design and evaluation of a Mobile-Based decision support system to enhance lung transplant candidate assessment and management: knowledge translation integrated with clinical workflow,BMC Medical Informatics and Decision Making,,,,10.1186/s12911-023-02249-6,Hamidreza AbtahiLeila ShahmoradiShahideh AminiMarsa Gholamzadeh,2023,https://link.springer.com/article/10.1186/s12911-023-02249-6,Article
Paradox: experience and cognition - Do men and women differ?,Current Psychology,,,,10.1007/s12144-025-08016-2,Soumanti SinhaM. K. Rao,2025,https://link.springer.com/article/10.1007/s12144-025-08016-2,Article
Privileged but not in Power: How Asian American Tech Workers use Racial Strategies to Deflect and Confront Race and Racism,Qualitative Sociology,,,,10.1007/s11133-022-09527-1,Tiffany Y. Chow,2023,https://link.springer.com/article/10.1007/s11133-022-09527-1,Article
Revolutionizing software developmental processes by utilizing continuous software approaches,The Journal of Supercomputing,,,,10.1007/s11227-023-05818-8,Habib Ullah KhanWaseem AfsarShah NazirAsra NoorMahwish KundiMashael MaashiHaya Mesfer Alshahrani,2023,https://link.springer.com/article/10.1007/s11227-023-05818-8,Article
iStar2uml: toward automatic generation of UML model from iStar model,Requirements Engineering,,,,10.1007/s00766-024-00434-1,Yilong YangYounggi BokHongyue PanYang LiNan NiuTong Li,2025,https://link.springer.com/article/10.1007/s00766-024-00434-1,Article
Privacy in consumer wearable technologies: a living systematic analysis of data policies across leading manufacturers,npj Digital Medicine,,,,10.1038/s41746-025-01757-1,Cailbhe DohertyMaximus BaldwinRory LambeMarco AltiniBrian Caulfield,2025,https://link.springer.com/article/10.1038/s41746-025-01757-1,Article
Supporting data-aware processes with MERODE,Software and Systems Modeling,,,,10.1007/s10270-023-01095-4,Monique SnoeckCharlotte VerbruggenJohannes De SmedtJochen De Weerdt,2023,https://link.springer.com/article/10.1007/s10270-023-01095-4,Article
